model_code,sku,productidweb,category_code,brand,SIM,Thực hiện cuộc gọi,"Chuẩn chống nước, bụi",Dung lượng pin,Cổng sạc,Thời gian ra mắt,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Dài,Ngang,Dày,Khối lượng máy,Chip xử lý (CPU),Hệ điều hành,Kết nối,Chất liệu thân vỏ,Phụ kiện đi kèm,Wifi,Thẻ nhớ,Tốc độ CPU,RAM,Chip đồ họa (GPU),Bluetooth,"Cổng tai nghe, headphone",Tính năng đặc biệt,Ghi âm,Radio,Loại pin,Công nghệ pin,Hỗ trợ sạc tối đa,Dung lượng lưu trữ,Dung lượng khả dụng,Quay phim,Tính năng camera sau,Tính năng camera trước,Mạng di động,GPS,giá gốc,giá khuyến mãi,khuyến mãi quà
189848,2440931000356,238651,30,Ipad (Apple),1 Nano SIM hoặc 1 eSIM,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,685 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,256 GB,241 GB,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Hỗ trợ 5G,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189848,2440931000355,238651,30,Ipad (Apple),1 Nano SIM hoặc 1 eSIM,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,685 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,256 GB,241 GB,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Hỗ trợ 5G,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189848,2440931000432,259651,30,Ipad (Apple),1 Nano SIM hoặc 1 eSIM,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,685 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,512 GB,498 GB,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Hỗ trợ 5G,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189848,0131491002864,259651,30,Ipad (Apple),1 Nano SIM hoặc 1 eSIM,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,685 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,512 GB,498 GB,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Hỗ trợ 5G,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189848,2440931000452,269334,30,Ipad (Apple),1 Nano SIM hoặc 1 eSIM,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,685 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,16 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,2 TB,2033,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Hỗ trợ 5G,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189848,2440931000451,269334,30,Ipad (Apple),1 Nano SIM hoặc 1 eSIM,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,685 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,16 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,2 TB,2033,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Hỗ trợ 5G,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189846,2440931000447,269332,30,Ipad (Apple),Không có,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,682 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,16 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,2 TB,2033,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Không có,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189846,2440931000448,269332,30,Ipad (Apple),Không có,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,682 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,16 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,2 TB,2033,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Không có,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189846,2440931000352,238645,30,Ipad (Apple),Không có,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,682 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,256 GB,241 GB,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Không có,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189846,2440931000351,238645,30,Ipad (Apple),Không có,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,682 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,256 GB,241 GB,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Không có,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189846,2440931000349,237699,30,Ipad (Apple),Không có,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,682 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,128 GB,113 GB,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Không có,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189846,2440931000350,237699,30,Ipad (Apple),Không có,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,682 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,128 GB,113 GB,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Không có,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189846,2440931000431,259650,30,Ipad (Apple),Không có,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,682 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,512 GB,498 GB,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Không có,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
189846,2440931000430,259650,30,Ipad (Apple),Không có,FaceTime,,40.88 Wh (~ 10.835 mAh),Type-C,05/2021,Liquid Retina XDR mini-LED LCD,"12.9""",,280,214,6,682 g,Apple M1 8 nhân,iPadOS 15,Không,Nhôm nguyên khối,20 W,Dual-band | Wi-Fi 802.11 a/b/g/n/ac/ax | Wi-Fi hotspot,Không,Hãng không công bố,8 GB,Apple GPU 8 nhân,v5.0 | LE | A2DP,Type-C,Kết nối Apple Pencil 2 | Dolby Vision | Mở khóa bằng khuôn mặt (Face ID) | Trung tâm màn hình | Âm thanh Dolby Atmos | 4 loa,Có,Không,Li-Po,Tiết kiệm pin | Sạc pin nhanh,20 W,512 GB,498 GB,4K 2160p@30fps | FullHD 1080p@25fps | 4K 2160p@24fps | FullHD 1080p@120fps | HD 720p@30fps | 4K 2160p@60fps | FullHD 1080p@240fps | FullHD 1080p@30fps | FullHD 1080p@60fps | 4K 2160p@25fps,Nhận diện khuôn mặt | HDR | Toàn cảnh (Panorama) | Tự động lấy nét (AF) | Zoom kỹ thuật số | Tua nhanh thời gian (Time‑lapse) | Zoom quang học | Góc rộng | Góc siêu rộng | Quay chậm (Slow Motion) | Gắn thẻ địa lý | Chạm lấy nét | Smart HDR 3,Góc rộng | Tự động lấy nét (AF) | HDR | Quay video Full HD | Bộ lọc màu | Quay video HD | Xóa phông,Không có,A-GPS | iBeacon | GLONASS,,,"Thu cũ đổi mới: Giảm đến 2,000,000đ (Không kèm ưu đãi thanh toán qua cổng, mua kèm) Xem chi tiết | Phiếu mua hàng bàn phím iPad trị giá 500,000đ | Phiếu mua hàng Apple Pencil trị giá 400,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Phiếu mua hàng 500.000đ mua Bao Da kèm Bàn Phím Logitech Combo Touch"
